,video_author,video_challenges,video_comments,time_of_creation,video_creator,caption,video_image_post,video_music,video_music_title,num_comments,num_likes,num_views,num_shares,video_tags
0,teddy4lyf,[LightChallenge(title='whyareyoulyingchallenge')],[],2023-04-10 01:21:49+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x14235d890>,#whyareyoulyingchallenge 😍🥰😘 ,,id=7203755811225553670 title='Why you lying by oshamo..Out now' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/oMHeXjpwoiOeCknoQCyx4CEZXT84eSbpJgbnHD/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7T9wTnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=M2U7NDc0OWc1ODc3O2ZpO0BpamR1eDs6ZmpoaTMzNzU8M0BhYzQtLi01NmAxYWIuYy80YSNjZmZwcjRnMHBgLS1kMTZzcw%3D%3D&expire=1682322120&l=2023042401411270BE30B031BBEC41A3C8&ply_type=3&policy=3&signature=4038b089451435b95a7153487e61d5c6&tk=0' author_name='OfficialoSHAMØ' duration=48 original=False album=None cover_large='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_1080x1080.jpeg?x-expires=1682470800&x-signature=LYxrkkqjQ7M6rJ1U6rtIYon0pCU%3D' cover_medium='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_720x720.jpeg?x-expires=1682470800&x-signature=hGvaZbaSqb0n0Y%2F%2BhYgFbQO8exc%3D' cover_thumb='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_100x100.jpeg?x-expires=1682470800&x-signature=VzIwnpui2Td%2FogyWGzTVK4kNCa4%3D',11,70,9656,97400,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x14011b690>,id=7220225296274902277 height=1022 width=576 duration=15 ratio='720p' format='mp4' bitrate=341353 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oEbAkfzMICgtqIaCzzhEGJAAZByoKFpmGyNtBo?x-expires=1682319600&x-signature=mQjOuMSB7m4O1%2BbypefqH20Ia30%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/123ff3dcba8941d1b9306e50892e4ee3_1681089710?x-expires=1682319600&x-signature=rq90%2BcecFOFeczEXvmZ3Qi4pfd0%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/67219f2a39324e3fb9299d30ac85442b_1681089711?x-expires=1682319600&x-signature=o1H8GGpipz3CNXVSELJymCVh6kc%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c004/oIAyNyzCIfAJEuAGtJhk6ZCzgFbsNImzyGLYoB/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=666&bt=333&cs=0&ds=3&ft=_rKBMBnZq8ZmoD5o8c_vjWsnsAhLrus&mime_type=video_mp4&qs=0&rc=NjM1ZDg1NjRoOjxoPGRoZkBpajR1NDg6ZjRwajMzNzczM0BiMTAyYzFeXi8xLS8wXzQ0YSNqMWgtcjQwNm1gLS1kMTZzcw%3D%3D&expire=1682322088&l=2023042401411270BE30B031BBEC41A3C8&ply_type=2&policy=2&signature=925c28f967fb77c73b15340c63cbb2e0&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c004/oIAyNyzCIfAJEuAGtJhk6ZCzgFbsNImzyGLYoB/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=666&bt=333&cs=0&ds=3&ft=_rKBMBnZq8ZmoD5o8c_vjWsnsAhLrus&mime_type=video_mp4&qs=0&rc=NjM1ZDg1NjRoOjxoPGRoZkBpajR1NDg6ZjRwajMzNzczM0BiMTAyYzFeXi8xLS8wXzQ0YSNqMWgtcjQwNm1gLS1kMTZzcw%3D%3D&expire=1682322088&l=2023042401411270BE30B031BBEC41A3C8&ply_type=2&policy=2&signature=925c28f967fb77c73b15340c63cbb2e0&tk=tt_chain_token'
1,maris_thequeen,"[LightChallenge(title='whyareyoulyingchallenge'), LightChallenge(title='whytfulying')]",[],2023-04-10 10:59:07+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x1379cbf50>,Generation Z has guts I’m telling you😂😂 Comment your high school #whyareyoulyingchallenge #whytfulying ,,id=7220374085019454214 title='original sound' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/osvZnbR8oDgSYf1pdFIgeCTnQVTeEMcaJC2jXh/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7TfwTnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=Z2VoOWlkPDc3PDQ2NzczZ0Bpam5oZDs6Znl4ajMzNzU8M0A0YWJeYl9fNTIxNC40Ly40YSNqcGFrcjQwa21gLS1kMTZzcw%3D%3D&expire=1682322089&l=202304240141175F161AA366C4D74151B4&ply_type=3&policy=3&signature=a038ddb8ceddc9848e41d8083fa219cd&tk=0' author_name='Stellamaris Mwarari' duration=11 original=False album=None cover_large='https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/0567547fe0ff4317158e66934e3b608b.jpeg?x-expires=1682470800&x-signature=kxrNTagfGTREXIp52tRirHBoWoM%3D' cover_medium='https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/0567547fe0ff4317158e66934e3b608b.jpeg?x-expires=1682470800&x-signature=Xz2nmdJO%2FRwLOE6vIJZnAZ5bf0w%3D' cover_thumb='https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0567547fe0ff4317158e66934e3b608b.jpeg?x-expires=1682470800&x-signature=gpZYMXlds3Ls9aR%2Fhoga%2FXxJIfk%3D',34,250,6760,113900,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x1379cbe90>,id=7220374071203138822 height=1024 width=576 duration=11 ratio='720p' format='mp4' bitrate=2030458 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/3a9ec5626c6c4f9ba0c1aea57ed021ae_1681124348?x-expires=1682319600&x-signature=xae5wx1aBabOgehVImTnJHZfXes%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/508d5af830cf4d31884c825a0488c5b2_1681124348?x-expires=1682319600&x-signature=fGuWPGYbTSQKlxUBfTBDi3V5ZLQ%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ca9e1d046e2f4bdea282baf9e230531a_1681124348?x-expires=1682319600&x-signature=KWwXTN44LUcbATpvJrnUg1GOlO8%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/oY0Df7AAIvOISxZC3zCnbCnjuxAeQvegCFqIEU/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3964&bt=1982&cs=0&ds=3&ft=_rKBMBnZq8Zmoc5o8c_vjl_nsAhLrus&mime_type=video_mp4&qs=0&rc=aDs1ZDM3ZWU3Z2Q0ZjkzOUBpanF2dDo6ZmZ4ajMzNzczM0AyMWJiM19fNTUxLS9gYi9jYSNnLmdfcjRfa21gLS1kMTZzcw%3D%3D&expire=1682322089&l=202304240141175F161AA366C4D74151B4&ply_type=2&policy=2&signature=b0124b987a8ca7dd54e7d5c1cbd761a4&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/oY0Df7AAIvOISxZC3zCnbCnjuxAeQvegCFqIEU/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3964&bt=1982&cs=0&ds=3&ft=_rKBMBnZq8Zmoc5o8c_vjl_nsAhLrus&mime_type=video_mp4&qs=0&rc=aDs1ZDM3ZWU3Z2Q0ZjkzOUBpanF2dDo6ZmZ4ajMzNzczM0AyMWJiM19fNTUxLS9gYi9jYSNnLmdfcjRfa21gLS1kMTZzcw%3D%3D&expire=1682322089&l=202304240141175F161AA366C4D74151B4&ply_type=2&policy=2&signature=b0124b987a8ca7dd54e7d5c1cbd761a4&tk=tt_chain_token'
2,k4kamfat,"[LightChallenge(title='844system'), LightChallenge(title='highschool'), LightChallenge(title='kamfat'), LightChallenge(title='k4kamfat'), LightChallenge(title='whyareyoulyingchallenge'), LightChallenge(title='kenyanhighschools')]",[],2023-04-09 21:15:37+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x1178677d0>,to everyone I gave a punishment I'm sorry 😭💔 .. #kenyanhighschools #844system #kamfat #k4kamfat #highschool #whyareyoulyingchallenge ,,id=7213002700542347265 title='Why You Lying (Sped Up)' play_url='https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oYGYyAMK3Oz8waBnIIxWAMNDvof9sIlh61vEt0' author_name='oSHAMO' duration=60 original=False album='Why You Lying (Sped Up)' cover_large='https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/253a21fc6bf041a2a436ff973d911b00.jpeg' cover_medium='https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/253a21fc6bf041a2a436ff973d911b00.jpeg' cover_thumb='https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2774/253a21fc6bf041a2a436ff973d911b00.jpeg',49,190,9623,81300,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x117866690>,id=7220161856906808581 height=854 width=480 duration=14 ratio='480p' format='mp4' bitrate=782411 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o04GkE0Iz0HSZAK8ohNvAcAZhfsChygCYCxIuz?x-expires=1682319600&x-signature=pYYeXzCfq3thxzJCb72Ueko9d58%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/5e81c2c2ecde48f0a21f4f8cb2aaf64d_1681074938?x-expires=1682319600&x-signature=BZV4YyDQJKf9GqBMXh13LwuXs18%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/536ac5ab83474282a48b65f64c7dc1ab_1681074939?x-expires=1682319600&x-signature=MYSPusfZuj1IY4KQ74P3y9tRZWo%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/ocFChMfG8Iz90CQASxXoNChsyzU6I20gkBvZKA/?a=1988&ch=0&cr=0&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C0&cv=1&br=1528&bt=764&cs=0&ds=2&ft=_rKBMBnZq8Zmoo1o8c_vj2JnsAhLrus&mime_type=video_mp4&qs=0&rc=Z2YzNmk5OTxmZjpkaGQ4N0BpanZsMzU6ZnRsajMzNzczM0BgLy4zLzZiNjQxMzEzNS81YSNsMGpqcjQwZm1gLS1kMTZzcw%3D%3D&expire=1682322096&l=20230424014122253D15FC09E24F418239&ply_type=2&policy=2&signature=f5c28c706ab1189eef7984438c2d315d&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/ooIzEQgFIK0GA5zysfgWN8uCxSCC0hCokhZvAX/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2338&bt=1169&cs=0&ds=3&ft=_rKBMBnZq8Zmoo1o8c_vj2JnsAhLrus&mime_type=video_mp4&qs=0&rc=NjQ5Zjk0Ozk7ZGk0OzQ3NEBpanZsMzU6ZnRsajMzNzczM0BjMS42YGEzNV8xXzU2YzJfYSNsMGpqcjQwZm1gLS1kMTZzcw%3D%3D&expire=1682322096&l=20230424014122253D15FC09E24F418239&ply_type=2&policy=2&signature=05bc6405ab8f636ea5c936ed979b8a63&tk=tt_chain_token'
3,its_jaywes,"[LightChallenge(title='kenyanhighschools'), LightChallenge(title='fyp'), LightChallenge(title='trendingsoundsoftiktok'), LightChallenge(title='highschool'), LightChallenge(title='weswamastori'), LightChallenge(title='kenyanhighschool'), LightChallenge(title='whyareyoulying'), LightChallenge(title='whyareulying'), LightChallenge(title='whyareyoulyingchallenge'), LightChallenge(title='kenyantiktok'), LightChallenge(title='whyareulying😂😂')]",[],2023-04-10 13:36:31+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x137df3090>,This is a school in western. Keep sending those stories DM. Live at. 9:30 PM #weswamastori #whyareulying #whyareulying😂😂 #whyareyoulying #whyareyoulyingchallenge #highschool #trendingsoundsoftiktok #fyp #kenyantiktok #kenyanhighschool #kenyanhighschools,,id=7220414631758629638 title='original sound' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/osKgbhyM0ogzmAdEowkOgth0fKBEoOGKSTSxhI/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7Tu6Tnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=MzMzNGY3OzU7O2k6NTM3NUBpajNvdGQ6ZnI0ajMzNzU8M0AwMl40NjYzXl8xNjRiMjYvYSM2MjBscjRfLm5gLS1kMTZzcw%3D%3D&expire=1682322147&l=20230424014128916ECD44D9DA71412FD4&ply_type=3&policy=3&signature=3986cd47903e8f2f14ccb4020f829a0c&tk=0' author_name='Wesley Jeff' duration=59 original=False album=None cover_large='https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/5c5956fc54acf031c46567aebc70ed16.jpeg?x-expires=1682470800&x-signature=pwyub62qNT3KsfyVzI1yMPrjqYI%3D' cover_medium='https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/5c5956fc54acf031c46567aebc70ed16.jpeg?x-expires=1682470800&x-signature=m9iPJIAATMG%2Fizv3VT5RXZ7As7Y%3D' cover_thumb='https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/5c5956fc54acf031c46567aebc70ed16.jpeg?x-expires=1682470800&x-signature=xzExNTCo15Ps7q3SBBNabhaMW6o%3D',37,242,3929,95100,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x137bbf050>,id=7220414636703714566 height=1024 width=576 duration=59 ratio='720p' format='mp4' bitrate=1057288 cover='https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oE58BcbnJEAFRmkEeElncNUA0BNA0D5ueAgwIQ~tplv-dmt-logom:tos-useast2a-v-0068/f47d11803d1648a9833c30618fa3e5b4.image?x-expires=1682319600&x-signature=GkxXai%2FKJBaLctfWfj60Xuye0WM%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/13651be5f0874bf4803fadd296bde793_1681133793?x-expires=1682319600&x-signature=CSTLgdc9dNjq8Uh%2FZsWIgCDSEdE%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/b20e1ba4ac8c475c8a5d1a085933b11b_1681133794?x-expires=1682319600&x-signature=KQ8JrTK%2BeogoGgvigTm9z3LpUNM%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/osO5NgJnkBEApIMeDOfAEAQ9EB50bNPQ4RIPQw/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2064&bt=1032&cs=0&ds=3&ft=_rKBMBnZq8ZmoA1o8c_vjr7psAhLrus&mime_type=video_mp4&qs=0&rc=NmhkNzU5NjM4ZDc5M2hnNEBpam5saTM6ZnYzajMzNzczM0A1NGM2LV8uXmExMTAxNDMyYSNnYDBjcjQwcG5gLS1kMTZzcw%3D%3D&expire=1682322147&l=20230424014128916ECD44D9DA71412FD4&ply_type=2&policy=2&signature=85b14b13915e7af65c33fa234c79713c&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/osO5NgJnkBEApIMeDOfAEAQ9EB50bNPQ4RIPQw/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2064&bt=1032&cs=0&ds=3&ft=_rKBMBnZq8ZmoA1o8c_vjr7psAhLrus&mime_type=video_mp4&qs=0&rc=NmhkNzU5NjM4ZDc5M2hnNEBpam5saTM6ZnYzajMzNzczM0A1NGM2LV8uXmExMTAxNDMyYSNnYDBjcjQwcG5gLS1kMTZzcw%3D%3D&expire=1682322147&l=20230424014128916ECD44D9DA71412FD4&ply_type=2&policy=2&signature=85b14b13915e7af65c33fa234c79713c&tk=tt_chain_token'
4,wanjirumia,"[LightChallenge(title='strangerthings'), LightChallenge(title='kenyanhighschools'), LightChallenge(title='whyareyoulyingchallenge'), LightChallenge(title='tiktokkenya🇰🇪'), LightChallenge(title='fypシ゚viral')]",[],2023-04-14 06:40:14+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x140120b50>,Replying to @Nana Gesaree😘😝 lakini western schools zinaweza kukustress #tiktokkenya🇰🇪 #fypシ゚viral #kenyanhighschools #strangerthings #whyareyoulyingchallenge ,,id=7221791754570648326 title='original sound' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/osMKdunfIeJqMTE4fQDkv9QCFFeRbmH4QpW4A2/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7TJ6Tnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=OWZmZTU8Nzw7aDdpNjszaUBpanVoODU6ZnFpajMzNzU8M0AxYGIwNmMwNWAxYmEuMS81YSNjXjFncjRvXnBgLS1kMTZzcw%3D%3D&expire=1682322273&l=202304240141335F161AA366C4D74158AA&ply_type=3&policy=3&signature=51203d315e9270d35c89350ee1670f56&tk=0' author_name='SAVANNA💫' duration=180 original=False album=None cover_large='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ffae6f03777c7be693c7f0cc1578c8ad~c5_1080x1080.jpeg?x-expires=1682470800&x-signature=kqrXf35I9VQz3F3dSpdh2Fr%2Bpl0%3D' cover_medium='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ffae6f03777c7be693c7f0cc1578c8ad~c5_720x720.jpeg?x-expires=1682470800&x-signature=Rz5RJOAHD5PobIsDRLXYh1kKj8U%3D' cover_thumb='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ffae6f03777c7be693c7f0cc1578c8ad~c5_100x100.jpeg?x-expires=1682470800&x-signature=qV276PcA9O9tKBlVy6Kc3z04Hyg%3D',24,209,3966,53200,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x1401209d0>,id=7221791693639617797 height=1024 width=576 duration=180 ratio='720p' format='mp4' bitrate=838186 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oUIImkyAHGQDzZW4zgEqrHfoC0AADotNh9Cl1U?x-expires=1682319600&x-signature=eiiH9HtI4tOHUe%2FzKhUJaLOV7Gg%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/715730942aba4dbc91f4ff475fd4e401_1681454430?x-expires=1682319600&x-signature=geJRnH3WcoDB1ReCR%2FPqOE8vw%2F8%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/aa8ac6258a3d4f4c86f2749148803929_1681454430?x-expires=1682319600&x-signature=zbTFcduNCISNl2Xhr0270D0Dl%2BU%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c004/oMdneBHHPEafWUM4QgjXDbszJ9OMkIAquBVRQj/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1636&bt=818&cs=0&ds=3&ft=_rKBMBnZq8Zmon1o8c_vj-5usAhLrus&mime_type=video_mp4&qs=0&rc=OzRkODxpZWY2OTVnZmY5NEBpM2Vod2c6ZmZpajMzNzczM0AuLWI0LS40XmMxXjFjLS4vYSNfaTUucjRvM3BgLS1kMTZzcw%3D%3D&expire=1682322273&l=202304240141335F161AA366C4D74158AA&ply_type=2&policy=2&signature=1b061a6874c42cb95b9d0370df3ad864&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c004/oMdneBHHPEafWUM4QgjXDbszJ9OMkIAquBVRQj/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1636&bt=818&cs=0&ds=3&ft=_rKBMBnZq8Zmon1o8c_vj-5usAhLrus&mime_type=video_mp4&qs=0&rc=OzRkODxpZWY2OTVnZmY5NEBpM2Vod2c6ZmZpajMzNzczM0AuLWI0LS40XmMxXjFjLS4vYSNfaTUucjRvM3BgLS1kMTZzcw%3D%3D&expire=1682322273&l=202304240141335F161AA366C4D74158AA&ply_type=2&policy=2&signature=1b061a6874c42cb95b9d0370df3ad864&tk=tt_chain_token'
5,andre_helen1,"[LightChallenge(title='whyareyoulyingchallenge'), LightChallenge(title='iykyk'), LightChallenge(title='fyp'), LightChallenge(title='foryoupage'), LightChallenge(title='foryou'), LightChallenge(title='sneakylink'), LightChallenge(title='whyareyoulying')]",[],2023-03-25 18:15:00+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x137b3af10>,My Sneakylink was the best 😭 #iykyk  #sneakylink #fyp #foryoupage #foryou  #whyareyoulying #whyareyoulyingchallenge ,,id=7203755811225553670 title='Why you lying by oshamo..Out now' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/oMHeXjpwoiOeCknoQCyx4CEZXT84eSbpJgbnHD/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7T66Tnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=M2U7NDc0OWc1ODc3O2ZpO0BpamR1eDs6ZmpoaTMzNzU8M0BhYzQtLi01NmAxYWIuYy80YSNjZmZwcjRnMHBgLS1kMTZzcw%3D%3D&expire=1682322146&l=20230424014138AB08F26D3B8AB558792D&ply_type=3&policy=3&signature=0210e794ce8b1e5ef6e1663a74beb3f8&tk=0' author_name='OfficialoSHAMØ' duration=48 original=False album=None cover_large='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_1080x1080.jpeg?x-expires=1682470800&x-signature=LYxrkkqjQ7M6rJ1U6rtIYon0pCU%3D' cover_medium='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_720x720.jpeg?x-expires=1682470800&x-signature=hGvaZbaSqb0n0Y%2F%2BhYgFbQO8exc%3D' cover_thumb='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_100x100.jpeg?x-expires=1682470800&x-signature=VzIwnpui2Td%2FogyWGzTVK4kNCa4%3D',122,144,3332,24400,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x137b3b010>,id=7214549037050072326 height=1024 width=576 duration=19 ratio='720p' format='mp4' bitrate=512843 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oM6zkBgYoDnEQyAbQ2REBfd8AJ8IRHZDKpfFbJ?x-expires=1682319600&x-signature=Axy4%2BLjtOUlRdrm6XvfjaNFKqz8%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/915397f99e29416796bfb0380ab589ab_1679768102?x-expires=1682319600&x-signature=2ZTG9%2Bms5G03A6mdOgP0Z97u1AU%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/a9ca37c0db06476291bbd592524a0c84_1679768102?x-expires=1682319600&x-signature=9gSW0oSkonZ0EaS%2F9%2BJ7Se2siMU%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/o4bbUMi4zkuOQQDzO5CeCEcnBpCgHoRfoMJAgB/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1000&bt=500&cs=0&ds=3&ft=_rKBMBnZq8Zmo11o8c_vjiLxsAhLrus&mime_type=video_mp4&qs=0&rc=PGY5Zzo7aThnNmc1Z2hkOkBpMzlsbzk6ZjltajMzNzczM0AvNS1jXy9eNjQxYDM1YmNeYSM1L28tcjRvaGNgLS1kMTZzcw%3D%3D&expire=1682322117&l=20230424014138AB08F26D3B8AB558792D&ply_type=2&policy=2&signature=25767566a2c132f1cce3fc778885b07d&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/o4bbUMi4zkuOQQDzO5CeCEcnBpCgHoRfoMJAgB/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1000&bt=500&cs=0&ds=3&ft=_rKBMBnZq8Zmo11o8c_vjiLxsAhLrus&mime_type=video_mp4&qs=0&rc=PGY5Zzo7aThnNmc1Z2hkOkBpMzlsbzk6ZjltajMzNzczM0AvNS1jXy9eNjQxYDM1YmNeYSM1L28tcjRvaGNgLS1kMTZzcw%3D%3D&expire=1682322117&l=20230424014138AB08F26D3B8AB558792D&ply_type=2&policy=2&signature=25767566a2c132f1cce3fc778885b07d&tk=tt_chain_token'
