,number_orig,video_author,video_challenges,video_comments,time_of_creation,video_creator,caption,video_image_post,video_music,video_music_title,num_comments,num_likes,num_views,num_shares,video_tags,trend,video_id_for_link,caption_two,link_found,important text,issue raised,gen_in_comment_or_video,generation_reference_in_video,consequences,school,gender,direct_family_reference,bullied_by,bullied_about_1,bullied_about_2,bullied_about_3
0,0,_sheee_gachie,"[LightChallenge(title='_sheee_gachie'), LightChallenge(title='whyyoulyingchallenge')]",[],2023-04-12 12:30:16+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x1403163d0>,They called my mum and I had to lie to my mum that they are asking me if I can teach there😭😭😭😂......#_sheee_gachie #whyyoulyingchallenge,,id=7212529228053940997 title='original sound' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/osfAfIjLEJcwrFcfYYMahfcKel3iGAq0ARSrxg/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7T1yTnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=ZGZnNDpnZzY3aTo4NDQ6ZUBpM2xkazg6ZmQzajMzNzU8M0A2MzA0NTM0NjMxLmIxYy8vYSNpb25scjRfbmBgLS1kMTZzcw%3D%3D&expire=1682321023&l=202304240120438221B4811136433F0B21&ply_type=3&policy=3&signature=7032258ff284bf88cd529b3d09ab4e80&tk=0' author_name='@daddeysgal1' duration=180 original=False album=None cover_large='https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/133d2c54788142f4180914fc50a97cbf~c5_1080x1080.jpeg?x-expires=1682470800&x-signature=ZacK%2FQFV93pJH1ffsTWTR3B3rek%3D' cover_medium='https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/133d2c54788142f4180914fc50a97cbf~c5_720x720.jpeg?x-expires=1682470800&x-signature=9GhXdbD%2BmDofgOH2Qp5TTkPe1Mw%3D' cover_thumb='https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/133d2c54788142f4180914fc50a97cbf~c5_100x100.jpeg?x-expires=1682470800&x-signature=rpY32tvyLDEFyK7ig1%2FtC5UG%2BXU%3D',68,320,27600,305700,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x137e51490>,id=7221139736071523590 height=1024 width=576 duration=6 ratio='720p' format='mp4' bitrate=1341966 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ocfsBcbnJIF5RtkE7SvOhNiqtBKArDMmeBJaQQ?x-expires=1682319600&x-signature=QOHJm3QdU4JhbXA9x4IxRSrMsmE%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/2c9efc363c89420f9a835ea516d33331_1681302618?x-expires=1682319600&x-signature=O0as7KgeGc0wbhk3uiQbzaJAnyc%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/fbda57a574f148b89d3b9f84249da49c_1681302619?x-expires=1682319600&x-signature=WBXZWAVdH5V3Rkt7qKSYY%2FJi7fY%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/okO2NxoGNAIzGGkOQzIy2FAHphgkfCFW91BEuC/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2620&bt=1310&cs=0&ds=3&ft=_rKBMBnZq8Zmofvo8c_vjHJdsAhLrus&mime_type=video_mp4&qs=0&rc=NTM2OTdmODU6aDk5ZztlOkBpamtzdzU6ZjlkajMzNzczM0AtNWI2MDItXi8xNDUuMmAuYSMwYWVycjRnM29gLS1kMTZzcw%3D%3D&expire=1682320849&l=202304240120438221B4811136433F0B21&ply_type=2&policy=2&signature=ff7dcc3cb758cd57a9a15fa10263f054&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/okO2NxoGNAIzGGkOQzIy2FAHphgkfCFW91BEuC/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2620&bt=1310&cs=0&ds=3&ft=_rKBMBnZq8Zmofvo8c_vjHJdsAhLrus&mime_type=video_mp4&qs=0&rc=NTM2OTdmODU6aDk5ZztlOkBpamtzdzU6ZjlkajMzNzczM0AtNWI2MDItXi8xNDUuMmAuYSMwYWVycjRnM29gLS1kMTZzcw%3D%3D&expire=1682320849&l=202304240120438221B4811136433F0B21&ply_type=2&policy=2&signature=ff7dcc3cb758cd57a9a15fa10263f054&tk=tt_chain_token',whyyoulying,7221139736071523590,They called my mum and I had to lie to my mum that they are asking me if I can teach there😭😭😭😂......#_sheee_gachie #whyyoulyingchallenge,https://m.tiktok.com/v/7221139736071523590,after exposing my highschool toxic teachers and now the administration is calling me!!!,,yes,,yes,,girls,,school administration,,,
3,3,lady_marichu,"[LightChallenge(title='whyyoulyingchallenge'), LightChallenge(title='kenyanhighschools'), LightChallenge(title='bishopgatimungandugirls'), LightChallenge(title='toxichighschoolexperience'), LightChallenge(title='capcut')]",[],2023-04-12 13:21:51+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x1400742d0>,Sometimes I wish I never went there 💀#CapCut #whyyoulyingchallenge #kenyanhighschools#bishopgatimungandugirls #toxichighschoolexperience,,id=7203755811225553670 title='Why you lying by oshamo..Out now' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/oMHeXjpwoiOeCknoQCyx4CEZXT84eSbpJgbnHD/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7THyTnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=M2U7NDc0OWc1ODc3O2ZpO0BpamR1eDs6ZmpoaTMzNzU8M0BhYzQtLi01NmAxYWIuYy80YSNjZmZwcjRnMHBgLS1kMTZzcw%3D%3D&expire=1682320905&l=20230424012057BEC4D66BD3788254DD81&ply_type=3&policy=3&signature=9b1a3d4adffd55559924e27a85ef5467&tk=0' author_name='OfficialoSHAMØ' duration=48 original=False album=None cover_large='https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_1080x1080.jpeg?x-expires=1682470800&x-signature=AqFsX29ulEO8dIoZCtP08TOzv2A%3D' cover_medium='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_720x720.jpeg?x-expires=1682470800&x-signature=hGvaZbaSqb0n0Y%2F%2BhYgFbQO8exc%3D' cover_thumb='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a221854d32f9cace56be82f09aa2b8da~c5_100x100.jpeg?x-expires=1682470800&x-signature=VzIwnpui2Td%2FogyWGzTVK4kNCa4%3D',267,321,9605,294000,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x105929a90>,id=7221153030765382917 height=1024 width=576 duration=15 ratio='720p' format='mp4' bitrate=233399 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oYp2RqjJkEJ2EFBIsBNfjEehILzAY5ApjQtRG7?x-expires=1682319600&x-signature=GiipKoGCS4%2BOyNZeNQXweXtRpNU%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/87a0a92d3e154259abea47f28c1565d5_1681305712?x-expires=1682319600&x-signature=EHpVsHoFuCxv1bfVmgQ%2B%2FaHwRkE%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/7e5d2d7f5f4a4a96ba7ce8a3f4e96471_1681305712?x-expires=1682319600&x-signature=dctPs6lc3Y1OpeCF47w0SXtdUiI%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/oIGp7jjtRkhk0JBdBLz2pefqsH4NQAIIYQsuEE/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=454&bt=227&cs=0&ds=3&ft=_rKBMBnZq8ZmoDvo8c_vjP9usAhLrus&mime_type=video_mp4&qs=0&rc=ZDc1ODszOGZpZDxlaTxkaUBpajxoaDs6ZmtkajMzNzczM0BhLzFeMS9jNjExYDAzLWNhYSNlZ21gcjRvcm9gLS1kMTZzcw%3D%3D&expire=1682320872&l=20230424012057BEC4D66BD3788254DD81&ply_type=2&policy=2&signature=d0cffa118efea4fe58d5e8840ea74874&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/oIGp7jjtRkhk0JBdBLz2pefqsH4NQAIIYQsuEE/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=454&bt=227&cs=0&ds=3&ft=_rKBMBnZq8ZmoDvo8c_vjP9usAhLrus&mime_type=video_mp4&qs=0&rc=ZDc1ODszOGZpZDxlaTxkaUBpajxoaDs6ZmtkajMzNzczM0BhLzFeMS9jNjExYDAzLWNhYSNlZ21gcjRvcm9gLS1kMTZzcw%3D%3D&expire=1682320872&l=20230424012057BEC4D66BD3788254DD81&ply_type=2&policy=2&signature=d0cffa118efea4fe58d5e8840ea74874&tk=tt_chain_token',whyyoulying,7221153030765382917,Sometimes I wish I never went there 💀#CapCut #whyyoulyingchallenge #kenyanhighschools#bishopgatimungandugirls #toxichighschoolexperience,https://m.tiktok.com/v/7221153030765382917,Aty this is home away from home,suicide,no,,no,bishop gatimu ngandu girls,girls,yes,,,,
2,2,mbiiiish,"[LightChallenge(title='mbiiiish'), LightChallenge(title='muturaisafruit'), LightChallenge(title='tiktokkenya'), LightChallenge(title='loretolimuru'), LightChallenge(title='whyyoulying'), LightChallenge(title='whyyoulyingchallenge')]",[],2023-04-12 18:16:46+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x14037a790>,@-yiona Tell the people what happened buanaa🤣🤣🤣🤣 #mbiiiish #muturaisafruit #tiktokkenya #loretolimuru #whyyoulying #whyyoulyingchallenge,,id=7175709191326190378 title='Were you silent _ Oprah interviews Meghan Markle' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7-tx/0ba99aa6bc3541ba91059120c06bae38/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7TGyTnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=NjU1ZTY6aWdnaDs7PGZlZkBpM3M4Zzk6ZjRtaDMzZzU8NEAwLzJhYDAvNl8xYjY0LWBfYSM2Y2NgcjRnb15gLS1kMS9zcw%3D%3D&expire=1682320860&l=20230424012052682A3CF8F7979144D924&ply_type=3&policy=3&signature=82bb4eff3021be6e6f43b66a9e99c004&tk=0' author_name='keyrenity' duration=8 original=False album=None cover_large='https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/7017603898504380421~c5_1080x1080.jpeg?x-expires=1682470800&x-signature=6j2GJ9osir0BAn47HEuZPJKJAts%3D' cover_medium='https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/7017603898504380421~c5_720x720.jpeg?x-expires=1682470800&x-signature=Ve6XLsE%2BkokgfkAIb9maUqxOiiM%3D' cover_thumb='https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/7017603898504380421~c5_100x100.jpeg?x-expires=1682470800&x-signature=RAoppADVG8QD%2B7dWBBL7Qp8jJQA%3D',43,143,16200,222900,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x14037b1d0>,id=7221229028756311301 height=1024 width=576 duration=8 ratio='720p' format='mp4' bitrate=1723175 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/owoq1AkzyA9Iwqpfh9g3XAEVCgJ2NGwoAIIYUQ?x-expires=1682319600&x-signature=RmfybLqJ0FLkb2BbO3Bn9UY5t74%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/4ee2c9c3aba344b79863a2d05156f0f2_1681323409?x-expires=1682319600&x-signature=Xy1Ash%2BhRlWImyThE372ogZ%2F4nI%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/5f331fc2f4fe4ba0bf1ab24bc48ff0f6_1681323410?x-expires=1682319600&x-signature=04q5ERcz5ry3tp1DBsguRL6R4hI%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/ooI2EQgxI9JGAXzyVfMSNwLAoqICQhBokp3ZA6/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3364&bt=1682&cs=0&ds=3&ft=_rKBMBnZq8Zmoavo8c_vjbThsAhLrus&mime_type=video_mp4&qs=0&rc=aTs6ZWg1OGdnaGhmNmk5ZUBpM2o5ajs6ZjtpajMzNzczM0A0L2MzYTMxXjAxMGE0Ly4tYSNoZy5ecjQwXm9gLS1kMTZzcw%3D%3D&expire=1682320860&l=20230424012052682A3CF8F7979144D924&ply_type=2&policy=2&signature=fe28d1011886654dcc989b5a2cd4f943&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/ooI2EQgxI9JGAXzyVfMSNwLAoqICQhBokp3ZA6/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3364&bt=1682&cs=0&ds=3&ft=_rKBMBnZq8Zmoavo8c_vjbThsAhLrus&mime_type=video_mp4&qs=0&rc=aTs6ZWg1OGdnaGhmNmk5ZUBpM2o5ajs6ZjtpajMzNzczM0A0L2MzYTMxXjAxMGE0Ly4tYSNoZy5ecjQwXm9gLS1kMTZzcw%3D%3D&expire=1682320860&l=20230424012052682A3CF8F7979144D924&ply_type=2&policy=2&signature=fe28d1011886654dcc989b5a2cd4f943&tk=tt_chain_token',whyyoulying,7221229028756311301,@-yiona Tell the people what happened buanaa🤣🤣🤣🤣 #mbiiiish #muturaisafruit #tiktokkenya #loretolimuru #whyyoulying #whyyoulyingchallenge,https://m.tiktok.com/v/7221229028756311301,kenyans to the loreto limuru girl after her apology (audio were you silent or were you silenced),,yes,yes,,loreto limuru,girls,,,,,
1,1,francisgaitho,"[LightChallenge(title='whyyoulying'), LightChallenge(title='whyyoulyingchallenge')]",[],2023-04-09 23:50:36+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x143d371d0>,"Have you seen the #whyyoulying #whyyoulyingchallenge in relation to Kenyan schools both the 8-4-4 and CBC curriculum? The toxic culture of Kenyan schools, headteachers, teachers and even prefects? Its inspiring to see Gen Z’s take steps to address such historical injustices.",,id=7220201831858703110 title='original sound' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/oAJt0feJC3bJnzJpM6TBriJ18ohUMkuJQQBzIB/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7TEyTnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=OTQ2aTZkOTM4OzY5OGc4NEBpMzxvMzw6Zm9uajMzNzU8M0A0NjMvMi4uNTExM18xMS1eYSNxa2JlcjRvcm1gLS1kMTZzcw%3D%3D&expire=1682321447&l=202304240120478221B4811136433F0D29&ply_type=3&policy=3&signature=34ee71a730cf047d38d5141257b5913f&tk=0' author_name='Francis Gaitho' duration=600 original=False album=None cover_large='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5f25a295e0f4c8927ecf5a78d0e30960~c5_1080x1080.jpeg?x-expires=1682470800&x-signature=OhPH5TdjSqaPgikielzVOVTOV3w%3D' cover_medium='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5f25a295e0f4c8927ecf5a78d0e30960~c5_720x720.jpeg?x-expires=1682470800&x-signature=dHX8u4UWlOfQ41srgNffABJyTEM%3D' cover_thumb='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5f25a295e0f4c8927ecf5a78d0e30960~c5_100x100.jpeg?x-expires=1682470800&x-signature=pAuX%2FsChMAXWS4qfV9a1beksrdo%3D',277,1311,13300,158200,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x143c89f90>,id=7220201803713875205 height=1024 width=576 duration=600 ratio='720p' format='mp4' bitrate=783678 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oEOBDrkIzD0n8BtTQNJ00bDQ8EAR0AMsxebfkE?x-expires=1682319600&x-signature=mJeAjwQFxibRGQ69kZC%2FRZeZipw%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ff3cac0ef8a24e1c838dc7383afce6b2_1681084278?x-expires=1682319600&x-signature=zoFJDl70EzVDx9%2F14%2FMOcpPCSkc%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/f04babb0f70d4d10916935c15833ed21_1681084279?x-expires=1682319600&x-signature=SDs0tvBjnm8EUYtcuSIGrfb5opA%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c002/oozb04wEREfA8JYbsYIQDtnkDNe8DBN0BQZrTM/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1530&bt=765&cs=0&ds=3&ft=_rKBMBnZq8Zmozvo8c_vj405sAhLrus&mime_type=video_mp4&qs=0&rc=ZjVkPDMzaWY2Nmg5ZmY1ZkBpM3R0cmU6Zm1uajMzNzczM0A2NGFfL2M0NmExNmBgNS0yYSNjb2I0cjRfaW1gLS1kMTZzcw%3D%3D&expire=1682321447&l=202304240120478221B4811136433F0D29&ply_type=2&policy=2&signature=5dabf8668f61db5dce5afbc922322eda&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c002/oozb04wEREfA8JYbsYIQDtnkDNe8DBN0BQZrTM/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1530&bt=765&cs=0&ds=3&ft=_rKBMBnZq8Zmozvo8c_vj405sAhLrus&mime_type=video_mp4&qs=0&rc=ZjVkPDMzaWY2Nmg5ZmY1ZkBpM3R0cmU6Zm1uajMzNzczM0A2NGFfL2M0NmExNmBgNS0yYSNjb2I0cjRfaW1gLS1kMTZzcw%3D%3D&expire=1682321447&l=202304240120478221B4811136433F0D29&ply_type=2&policy=2&signature=5dabf8668f61db5dce5afbc922322eda&tk=tt_chain_token',whyyoulying,7220201803713875205,"Have you seen the #whyyoulying #whyyoulyingchallenge in relation to Kenyan schools both the 8-4-4 and CBC curriculum? The toxic culture of Kenyan schools, headteachers, teachers and even prefects? Its inspiring to see Gen Z’s take steps to address such historical injustices.",https://m.tiktok.com/v/7220201803713875205,"PTSD, Gen Z issue, toxic","PTSD, Gen Z issue, toxic, oppress",yes,,,,girls,,,,,
4,4,francisgaitho7,"[LightChallenge(title='844system'), LightChallenge(title='moi'), LightChallenge(title='loretolimuru'), LightChallenge(title='whyyoulying'), LightChallenge(title='cbccurriculum'), LightChallenge(title='whyyoulyingchallenge')]",[],2023-04-12 07:57:27+00:00,<tiktokapipy.async_api.AsyncLightUserGetter object at 0x137df6b10>,Do you agree with TikTok’s decision to delete this video on @francisgaitho’s page after a student from #loretolimuru was compelled to delete her #whyyoulying #whyyoulyingchallenge video challenging the toxic culture prevalent in schools? Are you satisfied with the #cbccurriculum which is just an #844system in disguise? Are you happy with the rot that former president #moi inflicted in the education system?,,id=7221069560118774533 title='original sound' play_url='https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/oYbkRYJ8UOnNJ2ZD4ZeSIIJJBHJrMQBJmeQJZC/?a=1988&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=tlc-I-Inz7TfyTnfiyq8Z&mime_type=audio_mpeg&qs=6&rc=NDc2aTs6OzxoOGhnNGdmZ0BpanhsZzc6ZjU5ajMzNzU8M0AtYC5fM2AuXy4xLS0wYi1fYSMwbGBqcjQwNm9gLS1kMTZzcw%3D%3D&expire=1682321462&l=2023042401210264DB1FB2C545EE3E77B8&ply_type=3&policy=3&signature=60d4e95c73855c979587162de783bc78&tk=0' author_name='Francis Gaitho Liberty ✊🏿' duration=600 original=False album=None cover_large='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7192411276953681925~c5_1080x1080.jpeg?x-expires=1682470800&x-signature=tUpyZ2X2%2BEysV23QreMgnz%2BNwh0%3D' cover_medium='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7192411276953681925~c5_720x720.jpeg?x-expires=1682470800&x-signature=VJ1A%2B6ob5ZvT%2Ft9Pz0ZVdR6Qe9w%3D' cover_thumb='https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7192411276953681925~c5_100x100.jpeg?x-expires=1682470800&x-signature=dpIVLJ8gp2AeoazPeq5%2FvSwgou0%3D',221,260,4231,123400,<tiktokapipy.async_api.AsyncLightChallengeIter object at 0x1403609d0>,id=7221069429084343557 height=1024 width=576 duration=600 ratio='720p' format='mp4' bitrate=735904 cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oMtPsAJnkBZU9IfeDkbm7AEvEBk2bNZQmRIGA4?x-expires=1682319600&x-signature=%2BxEpZ5YUvZP3M7%2FQMY%2Bhh8wh3Ok%3D' origin_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/9a64124fe98c4703858994dd1b1781ee_1681286271?x-expires=1682319600&x-signature=caqEHhP%2F0nk5ZLuDsAhT7O1weRg%3D' dynamic_cover='https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ad4fc7d01bd148a3ae406e56c1cfcb38_1681286271?x-expires=1682319600&x-signature=LIMhy7f3bOEXEED8lp%2B%2FU4jYQ9E%3D' share_cover=[''] reflow_cover='' play_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/oIPNRHShfIy2w5eR7kD2ZJyYSfpaEGAfsQQYAF/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1436&bt=718&cs=0&ds=3&ft=_rKBMBnZq8Zmocvo8c_vjaD8sAhLrus&mime_type=video_mp4&qs=0&rc=NztoOmg2aWY5ODk8MztmPEBpanc8dmQ6Zng5ajMzNzczM0BgMmI1Li0zNjUxMC8tL15gYSNqc25fcjQwNG9gLS1kMTZzcw%3D%3D&expire=1682321462&l=2023042401210264DB1FB2C545EE3E77B8&ply_type=2&policy=2&signature=975c874041786d15e7f3b66b17e090a3&tk=tt_chain_token' download_addr='https://v16-webapp-prime.us.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/oIPNRHShfIy2w5eR7kD2ZJyYSfpaEGAfsQQYAF/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1436&bt=718&cs=0&ds=3&ft=_rKBMBnZq8Zmocvo8c_vjaD8sAhLrus&mime_type=video_mp4&qs=0&rc=NztoOmg2aWY5ODk8MztmPEBpanc8dmQ6Zng5ajMzNzczM0BgMmI1Li0zNjUxMC8tL15gYSNqc25fcjQwNG9gLS1kMTZzcw%3D%3D&expire=1682321462&l=2023042401210264DB1FB2C545EE3E77B8&ply_type=2&policy=2&signature=975c874041786d15e7f3b66b17e090a3&tk=tt_chain_token',whyyoulying,7221069429084343557,Do you agree with TikTok’s decision to delete this video on @francisgaitho’s page after a student from #loretolimuru was compelled to delete her #whyyoulying #whyyoulyingchallenge video challenging the toxic culture prevalent in schools? Are you satisfied with the #cbccurriculum which is just an #844system in disguise? Are you happy with the rot that former president #moi inflicted in the education system?,https://m.tiktok.com/v/7221069429084343557,Loreto High school,,yes,,,Loreto High school,girls,,,,,
